CMS Incident Date,CMS CF Issue Date,CMS Complaint Close Date Year,CMS Complainant Source Desc,CMS Complainant Gender Desc,CMS Complainant Ethnicity Desc,CMS Accused at Incd Emp Type Desc,CMS Accused at Incd Gender Desc,CMS Accused at Incd Ethnicity Desc,CMS Allegation Type Description,CMS Disposition Type Description
,,,,,,,,,Unauthorized Tactics,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,"September 3, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,Hispanic,Search Violation,Unfounded
,"September 5, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,Hispanic,Unauthorized Force,Unfounded
,"September 18, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,Black,Detention Violation,Unfounded
,,,,,,,,,Discourtesy - General,Unfounded
,,,,,,,MALE,Black,Detention Violation,Unfounded
,,,,,,,,Hispanic,Body Worn/Digital In-Car Video Violation,Unfounded
,"September 23, 2020",2021,Public-Person Involved,MALE,Other,Sworn Employee,FEMALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,,,Search Violation,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,MALE,Hispanic,Discourtesy - General,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
"September 1, 2019","September 1, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Unauthorized Force,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Exonerated
,,,,,,,,White,Unbecoming Conduct - Miscellaneous,Demonstrably False
,,,,,,,,,Unauthorized Force,Unfounded
,,,,,,,,,Discourtesy - General,Demonstrably False
,,,,,,,,,Biased Policing,Unfounded
,"September 2, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Asian,Unauthorized Force,Unfounded
,,,,,,,,,Biased Policing,Unfounded
,,,,,,,,,Search Violation,Unfounded
,,,,,,,,Hispanic,Unauthorized Force,Unfounded
,,,,,,,,,Biased Policing,Unfounded
,,,,,,,,,Other Policy/Rule,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,,,Search Violation,Unfounded
,,,,,Hispanic,Sworn Employee,FEMALE,Asian,Detention Violation,Unfounded
,,,,,,,MALE,Asian,Detention Violation,Unfounded
,,,Public-Third Party,FEMALE,Black,Sworn Employee,MALE,Asian,Biased Policing,Unfounded
,,,,,,,,,Unauthorized Force,Unfounded
,,,,,,,,,Search Violation,Unfounded
,,,,,,,,Hispanic,Unauthorized Force,Unfounded
,,,,,,,,,Search Violation,Unfounded
,,,,,,,,,Other Policy/Rule,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,,,Biased Policing,Unfounded
,,,,MALE,Black,Sworn Employee,MALE,Asian,Biased Policing,Unfounded
,,,,,,,,,Search Violation,Unfounded
,,,,,,,,,Unauthorized Force,Unfounded
,,,,,,,,Hispanic,Search Violation,Unfounded
,,,,,,,,,Other Policy/Rule,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,,,Biased Policing,Unfounded
,,,,,,,,,Unauthorized Force,Unfounded
,,2021,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,Hispanic,Discourtesy - General,No Misconduct
,,,,,,,,,Biased Policing,Unfounded
,,,,,,,,White,Biased Policing,Unfounded
,,,,,,,,,Discourtesy - General,No Misconduct
,"September 6, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,Hispanic,Discourtesy - General,Not Resolved
,,,,,,,,,Biased Policing,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Actions Could be Different
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Not Resolved
,,,,,,,MALE,Asian,Neglect of Duty - Non-Supervisory Duties,Actions Could be Different
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,"September 9, 2019",2020,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,Hispanic,Unauthorized Force,Unfounded
,,,,,,,,,Discourtesy - General,Unfounded
,"February 12, 2020",2021,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,FEMALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Unfounded
,"June 10, 2020",2021,Public-Person Involved,NULL,Hispanic,Sworn Employee,MALE,Asian,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,Black,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,Public-Third Party,FEMALE,Hispanic,Sworn Employee,MALE,Asian,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,Black,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,MALE,White,Sworn Employee,MALE,Asian,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,Black,Neglect of Duty - Non-Supervisory Duties,Unfounded
"September 2, 2019","September 2, 2019",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,FEMALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,White,Discourtesy - General,Not Resolved
,,,,,,,,,Discourtesy - General,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Not Resolved
,,,,,White,Sworn Employee,MALE,Asian,Unauthorized Force,Demonstrably False
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Demonstrably False
,,,,,,,,Hispanic,Unauthorized Force,Demonstrably False
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Demonstrably False
,,2021,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,White,Biased Policing,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,"September 3, 2019",2020,Public-Person Involved,MALE,Other,Sworn Employee,MALE,Black,Discourtesy - General,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Actions Could be Different
,"September 4, 2019",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Hispanic,Discourtesy - General,No Misconduct
,,,,,,,,,Discourtesy - Sexual Orientation Identification,Demonstrably False
,,,,,,,,,Discourtesy - General,Unfounded
,"May 27, 2020",2021,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,Hispanic,Biased Policing,Unfounded
"September 3, 2019","September 3, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,Black,Discourtesy - General,Alternate Complaint Resolution
,,2021,Public-Person Involved,MALE,Black,Sworn Employee,MALE,White,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Biased Policing,Unfounded
,"September 4, 2019",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Black,Discourtesy - General,Alternate Complaint Resolution
,,,Public-Third Party,MALE,Hispanic,Sworn Employee,MALE,Hispanic,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Other Policy/Rule,Unfounded
,"September 5, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Discourtesy - General,Alternate Complaint Resolution
,,,,MALE,Hispanic,Sworn Employee,MALE,Asian,Discourtesy - General,No Misconduct
,"September 12, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,White,Biased Policing,Unfounded
,"September 15, 2019",2021,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Hispanic,Unauthorized Force,Demonstrably False
,,,,,,,,,Search Violation,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Discourtesy - General,Unfounded
,,,,,,,,,Discourtesy - General,Demonstrably False
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,,,Body Worn/Digital In-Car Video Violation,Unfounded
,,,,,,,,,Biased Policing,Unfounded
,,,,,,,,,Discourtesy - Sexual Orientation Identification,Unfounded
,"October 8, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,White,Sexual Misconduct,Demonstrably False
,"November 13, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,White,Neglect of Duty - Supervisory Duties,No Misconduct
"October 2, 2012","September 3, 2019",2021,Public-Person Involved,MALE,Asian,Sworn Employee,MALE,Asian,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Other Policy/Rule,Unfounded
,,,,,,,,,Neglect of Duty - Supervisory Duties,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,,,Biased Policing,Unfounded
,,,,,,,,,Unauthorized Force,Unfounded
,"October 2, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,Black,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,False Statements,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
"September 4, 2019","September 4, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,2021,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,White,Biased Policing,Unfounded
,"September 5, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Black,Domestic Altercation,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,UNKNOWN,Sworn Employee,MALE,White,Unbecoming Conduct - Miscellaneous,Actions Could be Different
,,2021,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Hispanic,Detention Violation,Unfounded
,,,,,,,,,Discourtesy - General,Unfounded
,,,,,,,,,Search Violation,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,No Misconduct
,,,,,,,,White,Unbecoming Conduct - Miscellaneous,No Misconduct
,"September 6, 2019",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Black,Discourtesy - General,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,"September 8, 2019",2021,Public-Person Involved,MALE,UNKNOWN,Sworn Employee,MALE,Hispanic,Biased Policing,Insufficient Evidence to Adjudicate
,"September 24, 2019",2020,Public-Person Involved,MALE,Asian,Sworn Employee,FEMALE,Hispanic,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,MALE,Asian,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,Hispanic,Unbecoming Conduct - Miscellaneous,Unfounded
,"February 27, 2020",2021,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Black,Biased Policing,Unfounded
,,,,,,,,Hispanic,Biased Policing,Unfounded
,,,,,,,,White,Biased Policing,Unfounded
,,,,,,,,,Neglect of Duty - Supervisory Duties,Sustained
,"October 28, 2020",2021,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,White,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,MALE,Hispanic,Unauthorized Force,Unfounded
,,,,,,,,White,Unbecoming Conduct - Miscellaneous,Unfounded
,"October 22, 2021",2022,Public-Person Involved,FEMALE,UNKNOWN,Sworn Employee,MALE,White,Unbecoming Conduct - Miscellaneous,Unfounded
"September 5, 2019","September 5, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Unauthorized Force,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Exonerated
,,,Public-Third Party,FEMALE,Black,Sworn Employee,MALE,Hispanic,Detention Violation,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,White,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,"September 9, 2019",2021,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,Hispanic,Discourtesy - General,Actions Could be Different
,,,,,,,,,Biased Policing,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,MALE,Black,Biased Policing,Unfounded
,,,,,,,,Hispanic,Biased Policing,Unfounded
,"September 19, 2019",2020,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,Asian,Sexual Misconduct,Unfounded
,,,,,,,,White,Sexual Misconduct,Unfounded
,"October 4, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Discourtesy - General,Mediated
,"October 16, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Unbecoming Conduct - Miscellaneous,Demonstrably False
,"November 6, 2019",2021,Public-Person Involved,MALE,Asian,Sworn Employee,MALE,Hispanic,Unauthorized Force,Demonstrably False
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Demonstrably False
,,,,,,,,,Search Violation,Unfounded
,,,,,,,,,Biased Policing,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,"November 7, 2019",2020,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,No Misconduct
,"January 16, 2020",2021,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Black,Detention Violation,Demonstrably False
,,,,,,,,,Neglect of Duty - Supervisory Duties,Demonstrably False
"August 29, 2019","September 7, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Black,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,No Misconduct
,,,,,,,,,Biased Policing,Unfounded
,"October 2, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,White,Search Violation,Unfounded
,,,,,,,MALE,White,Unbecoming Conduct - Miscellaneous,Unfounded
,"November 19, 2019",2020,Public-Person Involved,FEMALE,UNKNOWN,Sworn Employee,MALE,Hispanic,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Discourtesy - General,Unfounded
,"December 3, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,Asian,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,Hispanic,Discourtesy - General,Unfounded
"September 7, 2019","September 7, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Unauthorized Tactics,Unfounded
,"September 8, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,Hispanic,Search Violation,Demonstrably False
,,,,,,,,,Unauthorized Force,Demonstrably False
,,,,,,,MALE,Black,Discourtesy - Ethnic,Demonstrably False
,,,,,,,,Other,Discourtesy - Ethnic,Demonstrably False
,"September 10, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Discourtesy - General,Unfounded
"September 8, 2019","September 8, 2019",2020,Public-Person Involved,MALE,White,Sworn Employee,MALE,Hispanic,Discourtesy - General,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Sustained
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Sustained
,"September 10, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,Hispanic,Discourtesy - Ethnic,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,,,Discourtesy - General,No Misconduct
,,,,,,,MALE,Hispanic,Detention Violation,Unfounded
,"September 26, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,Asian,Detention Violation,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Unauthorized Force,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Exonerated
,,,,,,,,Black,Body Worn/Digital In-Car Video Violation,Actions Could be Different
,,,,,,,,,Discourtesy - General,Not Resolved
,,,,,,,,White,Unauthorized Force,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Exonerated
,"January 19, 2021",2022,Public-Person Involved,MALE,White,Sworn Employee,FEMALE,White,False Statements,Unfounded
,,,,,,,,,Financial Dishonesty,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,MALE,American Indin,False Statements,Unfounded
,,,,,,,,,Financial Dishonesty,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,Hispanic,False Statements,Unfounded
,,,,,,,,White,False Statements,Unfounded
,,,,,,,,,Financial Dishonesty,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
"September 9, 2019","September 9, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Asian,Unauthorized Force,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,2021,Public-Third Party,MALE,UNKNOWN,Sworn Employee,MALE,White,Neglect of Duty - Non-Supervisory Duties,Sustained
,"September 10, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Biased Policing,Unfounded
,,,,,,,,,Unauthorized Force,Unfounded
,,,,,,,,White,Biased Policing,Unfounded
,,,,,,,,,Unauthorized Force,Unfounded
,"September 17, 2019",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Asian,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,Hispanic,Unbecoming Conduct - Miscellaneous,Unfounded
,"September 26, 2019",2020,Public-Person Involved,MALE,Other,Sworn Employee,MALE,Hispanic,Unauthorized Force,Demonstrably False
,,,,,,,,,Unauthorized Tactics,Exonerated
,"September 28, 2019",2020,Public-Person Involved,MALE,Other,Sworn Employee,MALE,White,Neglect of Duty - Non-Supervisory Duties,Exonerated
,,,,,,,,,Discourtesy - General,Demonstrably False
,"February 2, 2022",2022,Public-Person Involved,MALE,White,Sworn Employee,MALE,White,Discourtesy - General,Alternate Complaint Resolution
"May 26, 2009","September 9, 2019",2020,Public-Person Involved,MALE,Asian,Sworn Employee,MALE,Hispanic,Misleading Statements,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,,White,Detention Violation,Unfounded
,,,,,,,,,Discourtesy - General,No Misconduct
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
"September 10, 2019","September 10, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,Asian,Biased Policing,Unfounded
,,,,,,,,,Discourtesy - Ethnic,Unfounded
,,,,,,,,Hispanic,Biased Policing,Unfounded
,,,,MALE,Hispanic,Sworn Employee,MALE,White,Unauthorized Force,Demonstrably False
,"September 16, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,Hispanic,Search Violation,Demonstrably False
,,,,,,,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Demonstrably False
,"September 18, 2019",2020,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,Black,Unbecoming Conduct - Miscellaneous,Sustained
,"September 19, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Detention Violation,Demonstrably False
,"October 4, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,FEMALE,Black,Discourtesy - General,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
"September 6, 2019","September 10, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,Hispanic,Sexual Misconduct,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Discourtesy - General,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,,,Unauthorized Tactics,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,MALE,Hispanic,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Biased Policing,Unfounded
,,,,,,,,,Unauthorized Tactics,Unfounded
,,,,,,,,,Sexual Misconduct,Unfounded
,,,,,,,,,Discourtesy - General,Demonstrably False
,,,,,,,,,Detention Violation,Unfounded
,"September 26, 2019",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Hispanic,Unbecoming Conduct - Miscellaneous,Demonstrably False
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,No Misconduct
,"November 12, 2019",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Hispanic,Discourtesy - General,Demonstrably False
,,,,,,,,,Discourtesy - Ethnic,Demonstrably False
,,,,,,,,,Discourtesy - General,No Misconduct
,,,,,,,,,Unbecoming Conduct - Miscellaneous,No Misconduct
,,,,,,,,White,Discourtesy - Ethnic,Demonstrably False
,,,,,,,,,Discourtesy - General,Demonstrably False
,,,,,,,,,Discourtesy - General,No Misconduct
,,,,,,,,,Unbecoming Conduct - Miscellaneous,No Misconduct
,"November 13, 2019",2020,Public-Person Involved,MALE,Other,Sworn Employee,MALE,Hispanic,Detention Violation,Exonerated
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Exonerated
,,,,,,,,,Search Violation,Exonerated
,,,,,,,,White,Search Violation,Exonerated
,,,,,,,,,Detention Violation,Exonerated
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Exonerated
,"December 11, 2019",2021,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Hispanic,Other Policy/Rule,Unfounded
,,,,,,,,,Detention Violation,Unfounded
"March 13, 2001","September 10, 2019",2021,Public-Person Involved,MALE,Hispanic,Sworn Employee,FEMALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Sustained
,,,,,,,MALE,Hispanic,Detention Violation,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Sustained
"November 19, 2018","September 11, 2019",2020,Public-Third Party,MALE,Hispanic,Sworn Employee,FEMALE,Hispanic,False Statements,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,No Misconduct
,,,,,,,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,No Misconduct
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Body Worn/Digital In-Car Video Violation,Actions Could be Different
,,,,,,,,,False Statements,Unfounded
"September 11, 2019","September 11, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,White,Discourtesy - General,Unfounded
,,,,MALE,Black,Sworn Employee,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Not Resolved
,"September 12, 2019",2020,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,Hispanic,Unbecoming Conduct - Miscellaneous,No Misconduct
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,"September 13, 2019",2020,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,Hispanic,Detention Violation,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Unauthorized Force,Unfounded
,,,,,,,,White,Sexual Misconduct,Unfounded
,,,,,,,,,Unauthorized Force,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,"September 14, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,White,Biased Policing,Unfounded
,,,,,,,MALE,Hispanic,Biased Policing,Unfounded
,"September 16, 2019",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Hispanic,Biased Policing,Mediated
,,,,,,,,White,Biased Policing,Mediated
,"September 24, 2019",2020,Public-Third Party,FEMALE,White,Sworn Employee,MALE,Black,Unbecoming Conduct - Miscellaneous,No Misconduct
,,,,,,,,Hispanic,Unbecoming Conduct - Miscellaneous,No Misconduct
,,,,,,,,White,Unbecoming Conduct - Miscellaneous,No Misconduct
,"November 20, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,FEMALE,Hispanic,Discourtesy - General,Unfounded
,,,,,,,MALE,White,Unbecoming Conduct - Miscellaneous,Unfounded
"November 2, 2010","September 11, 2019",2020,Public-Person Involved,NULL,NULL,Sworn Employee,MALE,White,Unbecoming Conduct - Miscellaneous,Exonerated
,,,,,,,,,Unbecoming Conduct - Social Media,No Misconduct
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Not Resolved
,,,,,,,,,Unbecoming Conduct - Social Media,Insufficient Evidence to Adjudicate
,,,,,,,,,Unbecoming Conduct - Miscellaneous,No Misconduct
"September 12, 2019","September 13, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Search Violation,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Demonstrably False
,,,,,,,,,Unbecoming Conduct - Miscellaneous,No Misconduct
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Biased Policing,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,,,Discourtesy - General,Unfounded
,,,,,,,,,Improper Remark,Demonstrably False
,,,,,Other,Sworn Employee,MALE,Hispanic,Discourtesy - General,Alternate Complaint Resolution
,"September 14, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,White,Unbecoming Conduct - Miscellaneous,Demonstrably False
,,,,,,,,,Biased Policing,Demonstrably False
,"September 16, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,Hispanic,Detention Violation,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Search Violation,Demonstrably False
,,,,,,,MALE,Hispanic,Detention Violation,Unfounded
,,,,,,,,,Search Violation,Demonstrably False
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,MALE,Other,Sworn Employee,FEMALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,No Misconduct
,,,,,,,MALE,White,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,No Misconduct
,,,Public-Third Party,FEMALE,White,Sworn Employee,FEMALE,White,Unbecoming Conduct - Miscellaneous,Insufficient Evidence to Adjudicate
,"September 18, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,White,Discourtesy - General,Demonstrably False
,"October 3, 2019",2020,Public-Person Involved,MALE,White,Sworn Employee,MALE,Asian,Detention Violation,Unfounded
,,,,,,,,Hispanic,Detention Violation,Unfounded
"September 13, 2019","September 14, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,White,Discourtesy - General,Alternate Complaint Resolution
,,2021,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Biased Policing,Unfounded
,,,,,,,,White,Biased Policing,Unfounded
,"September 19, 2019",2020,Public-Person Involved,FEMALE,Asian,Sworn Employee,MALE,Asian,Neglect of Duty - Non-Supervisory Duties,No Misconduct
,,,,,,,,Black,Neglect of Duty - Supervisory Duties,No Misconduct
,,,,,,,,Hispanic,Neglect of Duty - Non-Supervisory Duties,No Misconduct
,"September 24, 2019",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,FEMALE,Hispanic,Discourtesy - General,Alternate Complaint Resolution
,"September 26, 2019",2020,Public-Third Party,MALE,Hispanic,Sworn Employee,MALE,Asian,Unauthorized Force,Demonstrably False
,"October 1, 2019",2020,Public-Person Involved,FEMALE,NULL,Sworn Employee,MALE,White,Unbecoming Conduct - Miscellaneous,No Misconduct
,"October 30, 2019",2020,Public-Person Involved,MALE,White,Sworn Employee,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Unfounded
