CMS Incident Date,CMS CF Issue Date,CMS Complaint Close Date Year,CMS Complainant Source Desc,CMS Complainant Gender Desc,CMS Complainant Ethnicity Desc,CMS Accused at Incd Emp Type Desc,CMS Accused at Incd Gender Desc,CMS Accused at Incd Ethnicity Desc,CMS Allegation Type Description,CMS Disposition Type Description
,,,,,,,,White,Neglect of Duty - Non-Supervisory Duties,Unfounded
,"January 21, 2020",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Black,Detention Violation,Unfounded
,,,,,,,,Hispanic,Detention Violation,Unfounded
,,,,MALE,Black,Sworn Employee,MALE,Black,Detention Violation,Unfounded
,,,,,,,,Hispanic,Detention Violation,Unfounded
"September 14, 2019","September 14, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Search Violation,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,,,Other Policy/Rule,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,White,Other Policy/Rule,Unfounded
,,,,,,,,,Search Violation,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,MALE,UNKNOWN,Sworn Employee,MALE,Hispanic,Detention Violation,Unfounded
,,,,,,,,,Other Policy/Rule,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Search Violation,Unfounded
,,,,,,,,White,Other Policy/Rule,Unfounded
,,,,,,,,,Search Violation,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,,White,Sworn Employee,MALE,Hispanic,Search Violation,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Other Policy/Rule,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,,White,Detention Violation,Unfounded
,,,,,,,,,Other Policy/Rule,Unfounded
,,,,,,,,,Search Violation,Unfounded
,,2021,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Asian,Biased Policing,Unfounded
,,,,,,,,Hispanic,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Biased Policing,Unfounded
,"September 15, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,Hispanic,Search Violation,Demonstrably False
,,,,,,,,,Unauthorized Force,Demonstrably False
,,,,MALE,Hispanic,Sworn Employee,MALE,White,Neglect of Duty - Supervisory Duties,Unfounded
,,2021,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,Hispanic,Biased Policing,Unfounded
,,,,,,,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Actions Could be Different
,,,,,,,,,Biased Policing,Unfounded
,"September 20, 2019",2021,Public-Person Involved,MALE,Other,Sworn Employee,FEMALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Unfounded
"September 16, 2019","September 16, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,,,Biased Policing,Unfounded
,,,,,,,,White,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,,,Biased Policing,Unfounded
,,,,,Hispanic,Sworn Employee,MALE,American Indin,Biased Policing,Unfounded
,,,,,,,,,Discourtesy - General,Unfounded
,"September 19, 2019",2019,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Asian,Unbecoming Conduct - Miscellaneous,Demonstrably False
,,,,,,,,Hispanic,Discourtesy - General,Demonstrably False
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Demonstrably False
,"April 2, 2020",2021,Public-Person Involved,FEMALE,White,Sworn Employee,FEMALE,White,Neglect of Duty - Supervisory Duties,Unfounded
,,,,,,,MALE,White,Detention Violation,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Unauthorized Tactics,Unfounded
"September 15, 2019","September 18, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Biased Policing,Demonstrably False
"September 18, 2019","September 18, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Unbecoming Conduct - Miscellaneous,No Misconduct
,"September 19, 2019",2019,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,No Misconduct
,,,,,,,,,Neglect of Duty - Supervisory Duties,No Misconduct
,,2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Asian,Unauthorized Force,Demonstrably False
,,,,,,,,Hispanic,Discourtesy - General,Actions Could be Different
,,2021,Public-Person Involved,MALE,UNKNOWN,Sworn Employee,MALE,Asian,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Unauthorized Force,Unfounded
,,,,,,,,,Biased Policing,Unfounded
,,,,,,,,,Unauthorized Tactics,Exonerated
,,,,,,,,White,Neglect of Duty - Supervisory Duties,Unfounded
,,,Public-Third Party,MALE,Black,Sworn Employee,FEMALE,Hispanic,Biased Policing,Unfounded
,,,,,,,MALE,Asian,Biased Policing,Unfounded
,,,,,,,,White,Biased Policing,Unfounded
,"September 23, 2019",2020,Public-Third Party,MALE,UNKNOWN,Sworn Employee,FEMALE,Hispanic,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Exonerated
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,MALE,Hispanic,Discourtesy - General,Unfounded
,"September 24, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Exonerated
,,,,,,,,White,Neglect of Duty - Non-Supervisory Duties,Exonerated
,"September 25, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Discourtesy - General,No Misconduct
,,,,,,,,,Biased Policing,Unfounded
,,,,,,,,White,Biased Policing,Unfounded
,"October 8, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,No Misconduct
"September 17, 2019","September 18, 2019",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Hispanic,Discourtesy - General,Unfounded
,,,,,,,,,Unauthorized Tactics,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Search Violation,Unfounded
,,,,,,,,White,Unauthorized Tactics,Unfounded
,,,,,,,,,Search Violation,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Discourtesy - General,Unfounded
,"September 19, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,White,Neglect of Duty - Non-Supervisory Duties,Actions Could be Different
,"September 20, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,FEMALE,White,Unbecoming Conduct - Miscellaneous,No Misconduct
,,,,,,,MALE,White,Discourtesy - General,No Misconduct
,,,,MALE,Hispanic,Sworn Employee,FEMALE,Hispanic,Unbecoming Conduct - Miscellaneous,Demonstrably False
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,Public-Third Party,FEMALE,Black,Sworn Employee,MALE,Hispanic,Search Violation,Demonstrably False
,"September 21, 2019",2020,Public-Person Involved,MALE,NULL,Sworn Employee,MALE,Hispanic,Detention Violation,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Actions Could be Different
,"September 23, 2019",2020,Public-Person Involved,MALE,White,Sworn Employee,MALE,Black,Discourtesy - General,Alternate Complaint Resolution
,"October 1, 2019",2020,Public-Person Involved,MALE,Asian,Sworn Employee,FEMALE,White,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,MALE,Hispanic,Unbecoming Conduct - Miscellaneous,Unfounded
,"October 23, 2019",2021,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,White,Driving While Impaired,Insufficient Evidence to Adjudicate
,,,,,,,,,Narcotics/Drugs,Insufficient Evidence to Adjudicate
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Insufficient Evidence to Adjudicate
,,,,,,,,,Unauthorized Force,Insufficient Evidence to Adjudicate
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Sustained - No Penalty
,,,,,,,,,Narcotics/Drugs,Unfounded
,"November 26, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,White,Neglect of Duty - Non-Supervisory Duties,Unfounded
,"February 6, 2020",2020,Public-Person Involved,MALE,White,Sworn Employee,MALE,White,Neglect of Duty - Non-Supervisory Duties,Actions Could be Different
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,"February 18, 2020",2021,Public-Person Involved,FEMALE,Black,Sworn Employee,FEMALE,Hispanic,Detention Violation,Unfounded
,,,,,,,,,Biased Policing,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Actions Could be Different
,,,,,,,MALE,Hispanic,Biased Policing,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Search Violation,Unfounded
,,,,,,,,,Neglect of Duty - Supervisory Duties,Actions Could be Different
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,,White,Neglect of Duty - Non-Supervisory Duties,Actions Could be Different
,,,,MALE,Black,Sworn Employee,FEMALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Actions Could be Different
,,,,,,,,,Biased Policing,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,MALE,Hispanic,Biased Policing,Unfounded
,,,,,,,,,Detention Violation,Unfounded
,,,,,,,,,Neglect of Duty - Supervisory Duties,Actions Could be Different
,,,,,,,,,Search Violation,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,White,Neglect of Duty - Non-Supervisory Duties,Actions Could be Different
,"April 1, 2020",2021,Public-Person Involved,FEMALE,White,Sworn Employee,FEMALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Search Violation,Unfounded
,,,,,,,MALE,Asian,Unauthorized Force,Unfounded
,,,,,,,,White,Detention Violation,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,,Unauthorized Force,Unfounded
,"September 29, 2020",2021,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,White,Discourtesy - General,Unfounded
,,,,,,,,,Unauthorized Force,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
"September 19, 2019","September 20, 2019",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Black,Search Violation,Exonerated
,,,,,,,,Hispanic,Detention Violation,Unfounded
,,,,,,,,,Search Violation,Exonerated
,"November 18, 2020",2021,Public-Person Involved,MALE,Hispanic,Sworn Employee,FEMALE,Hispanic,False Statements,Exonerated
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Actions Could be Different
"September 20, 2019","September 20, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Asian,Detention Violation,Unfounded
,,,,,,,,White,Detention Violation,Unfounded
,,2021,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Asian,Discourtesy - General,Unfounded
,,,,,,,,Hispanic,Discourtesy - General,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,"September 21, 2019",2020,Public-Third Party,FEMALE,Black,Sworn Employee,FEMALE,Hispanic,Biased Policing,Unfounded
,"September 25, 2019",2021,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,Hispanic,Biased Policing,Unfounded
,,,,,,,MALE,Hispanic,Biased Policing,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,No Misconduct
,,,,,,,,White,Biased Policing,Unfounded
,,,Public-Third Party,FEMALE,UNKNOWN,Sworn Employee,FEMALE,Hispanic,Biased Policing,Unfounded
,,,,,,,MALE,Hispanic,Biased Policing,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,No Misconduct
,,,,,,,,White,Biased Policing,Unfounded
,"November 14, 2019",2020,Public-Person Involved,MALE,White,Sworn Employee,MALE,White,Other Policy/Rule,Actions Could be Different
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,"December 11, 2019",2020,Public-Person Involved,MALE,Other,Sworn Employee,MALE,Hispanic,Unauthorized Force,Unfounded
"September 22, 2019","September 23, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Not Resolved
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,"October 25, 2019",2020,Public-Person Involved,MALE,Hispanic,Sworn Employee,FEMALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Demonstrably False
,,,,,,,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Demonstrably False
,"November 5, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,White,Neglect of Duty - Non-Supervisory Duties,No Misconduct
,"September 23, 2020",2021,Public-Person Involved,MALE,Asian,Sworn Employee,MALE,Asian,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,,Hispanic,Neglect of Duty - Non-Supervisory Duties,Unfounded
"September 23, 2019","September 23, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Biased Policing,Mediated
,,,,,,,,White,Biased Policing,Mediated
,"September 24, 2019",2021,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Asian,Discourtesy - General,Demonstrably False
,,,,,,,,,Search Violation,Exonerated
,"September 26, 2019",2020,Public-Person Involved,FEMALE,White,Sworn Employee,FEMALE,Hispanic,Discourtesy - General,Actions Could be Different
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,,,,,,,MALE,Hispanic,Discourtesy - General,Alternate Complaint Resolution
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
,"November 4, 2020",2021,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Black,False Statements,Unfounded
"September 24, 2019","September 24, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Black,Discourtesy - General,No Misconduct
,,,,MALE,Black,Sworn Employee,MALE,Hispanic,Biased Policing,Mediated
,,,,,White,Sworn Employee,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Actions Could be Different
,"September 25, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Unfounded
,"September 26, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Demonstrably False
,,,,,,,MALE,Black,Neglect of Duty - Non-Supervisory Duties,Demonstrably False
,"October 2, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Other Policy/Rule,No Misconduct
,,,,,,,,White,Other Policy/Rule,No Misconduct
,"January 21, 2020",2021,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,No Misconduct
"September 21, 2019","September 24, 2019",2020,Public-Person Involved,FEMALE,White,Sworn Employee,MALE,Black,Discourtesy - General,Alternate Complaint Resolution
,,,,,,,,Hispanic,Discourtesy - General,Alternate Complaint Resolution
,"October 3, 2019",2021,Public-Person Involved,MALE,Other,Sworn Employee,FEMALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,No Misconduct
,,,,,,,,,Biased Policing,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Demonstrably False
,,,,,,,MALE,Asian,Biased Policing,Unfounded
,,,,,,,,,Unauthorized Force,Demonstrably False
,,,,,,,,Hispanic,Biased Policing,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Exonerated
"September 25, 2019","September 25, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,White,Discourtesy - General,Alternate Complaint Resolution
,,,,MALE,Hispanic,Sworn Employee,MALE,Hispanic,Biased Policing,Unfounded
,,,,,,,,,Discourtesy - General,Unfounded
,"September 29, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Unfounded
,"November 8, 2019",2020,Public-Person Involved,MALE,White,Sworn Employee,MALE,Asian,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,Hispanic,Unbecoming Conduct - Miscellaneous,Unfounded
,"February 26, 2020",2021,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,Hispanic,False Statements,Unfounded
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Unfounded
,"April 23, 2020",2021,Public-Person Involved,MALE,Other,Sworn Employee,MALE,White,Detention Violation,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
"September 26, 2019","September 26, 2019",2020,Public-Person Involved,FEMALE,White,Sworn Employee,FEMALE,Hispanic,Unbecoming Conduct - Miscellaneous,Demonstrably False
,,,,,,,MALE,Asian,Unbecoming Conduct - Miscellaneous,Demonstrably False
,,,,MALE,Hispanic,Sworn Employee,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Demonstrably False
,,,,,,,,,Unauthorized Force,Demonstrably False
,"September 27, 2019",2020,Public-Person Involved,MALE,White,Sworn Employee,MALE,Hispanic,Discourtesy - General,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Demonstrably False
,,,Public-Third Party,MALE,Other,Sworn Employee,MALE,Hispanic,Discourtesy - General,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Demonstrably False
,"October 2, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Hispanic,Discourtesy - General,Demonstrably False
,,,,,,,,,Unauthorized Tactics,No Misconduct
,,,,,,,,,Unbecoming Conduct - Miscellaneous,No Misconduct
,"October 3, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,White,Unauthorized Tactics,No Misconduct
,"February 19, 2020",2021,Public-Person Involved,MALE,Hispanic,Sworn Employee,MALE,Asian,Discourtesy - General,Unfounded
,,,,,,,,,Unauthorized Tactics,Unfounded
,,,,,,,,Hispanic,Discourtesy - General,Unfounded
,,,,,,,,White,Detention Violation,Unfounded
,,,,,,,,,Discourtesy - General,Unfounded
,,,,,,,,,Unauthorized Tactics,Unfounded
,,,,,NULL,Sworn Employee,MALE,Asian,Discourtesy - General,Unfounded
,,,,,,,,,Unauthorized Tactics,Unfounded
,,,,,,,,Hispanic,Discourtesy - General,Unfounded
,,,,,,,,White,Detention Violation,Unfounded
,,,,,,,,,Discourtesy - General,Unfounded
,,,,,,,,,Unauthorized Tactics,Unfounded
,,,Public-Third Party,FEMALE,Hispanic,Sworn Employee,MALE,Asian,Discourtesy - General,Unfounded
,,,,,,,,,Unauthorized Tactics,Unfounded
,,,,,,,,Hispanic,Discourtesy - General,Unfounded
,,,,,,,,White,Detention Violation,Unfounded
,,,,,,,,,Discourtesy - General,Unfounded
,,,,,,,,,Unauthorized Tactics,Unfounded
"September 27, 2019","September 27, 2019",2020,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Discourtesy - General,No Misconduct
,,,,NULL,NULL,Sworn Employee,MALE,White,Discourtesy - General,Unfounded
,"October 7, 2019",2021,Public-Person Involved,FEMALE,Hispanic,Sworn Employee,MALE,Hispanic,Biased Policing,Unfounded
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Unfounded
"September 28, 2019","September 28, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,White,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Discourtesy - Sexual Orientation Identification,Unfounded
,,,,,,,MALE,Asian,Unauthorized Tactics,Exonerated
,,,,,,,,,Discourtesy - General,Unfounded
,,,,,,,,White,Discourtesy - General,Unfounded
,,,,,Hispanic,Sworn Employee,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Sustained
,,,,,,,,,Unauthorized Force,Unfounded
,,,,,,,,,Discourtesy - General,Sustained
,"September 29, 2019",2020,Public-Person Involved,FEMALE,Black,Sworn Employee,MALE,Asian,Unbecoming Conduct - Miscellaneous,Unfounded
,,,,,,,,,Search Violation,Unfounded
,,,,MALE,Hispanic,Sworn Employee,MALE,Hispanic,Neglect of Duty - Non-Supervisory Duties,Unfounded
,"October 3, 2019",2020,Public-Person Involved,MALE,Black,Sworn Employee,MALE,Asian,Discourtesy - General,Demonstrably False
,,,,,,,,,Body Worn/Digital In-Car Video Violation,Demonstrably False
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Demonstrably False
,,,,,,,,,Unauthorized Tactics,Demonstrably False
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Demonstrably False
,,,,,,,,Hispanic,Body Worn/Digital In-Car Video Violation,Demonstrably False
,,,,,,,,,Unbecoming Conduct - Miscellaneous,Demonstrably False
,,,,,,,,,Neglect of Duty - Non-Supervisory Duties,Demonstrably False
,,,,,,,,,Unauthorized Tactics,Demonstrably False
,"July 29, 2021",2022,Public-Person Involved,MALE,Black,Sworn Employee,FEMALE,Hispanic,Neglect of Duty - Supervisory Duties,Unfounded
,,,,,,,MALE,Black,Neglect of Duty - Non-Supervisory Duties,Unfounded
